sale_date,product_code,product_name,sales_quantity,unit_price,sales_amount
2026-08-06,P030,고구마라떼_HOT,4,4700,18800
2026-08-07,P030,고구마라떼_HOT,4,4700,18800
2026-08-08,P030,고구마라떼_HOT,5,4700,23500
2026-08-09,P030,고구마라떼_HOT,4,4700,18800
2026-08-03,P031,초코라떼_HOT,4,4600,18400
2026-08-04,P031,초코라떼_HOT,5,4600,23000
2026-08-05,P031,초코라떼_HOT,4,4600,18400
2026-08-06,P031,초코라떼_HOT,5,4600,23000
2026-08-07,P031,초코라떼_HOT,5,4600,23000
2026-08-08,P031,초코라떼_HOT,4,4600,18400
2026-08-09,P031,초코라떼_HOT,4,4600,18400
2026-08-03,P032,토피넛라떼_ICE,4,4900,19600
2026-08-04,P032,토피넛라떼_ICE,4,4900,19600
2026-08-05,P032,토피넛라떼_ICE,3,4900,14700
2026-08-06,P032,토피넛라떼_ICE,4,4900,19600
2026-08-07,P032,토피넛라떼_ICE,5,4900,24500
2026-08-08,P032,토피넛라떼_ICE,5,4900,24500
2026-08-09,P032,토피넛라떼_ICE,5,4900,24500
2026-08-03,P033,고구마라떼_ICE,7,4700,32900
2026-08-04,P033,고구마라떼_ICE,8,4700,37600
2026-08-05,P033,고구마라떼_ICE,8,4700,37600
2026-08-06,P033,고구마라떼_ICE,7,4700,32900
2026-08-07,P033,고구마라떼_ICE,7,4700,32900
2026-08-08,P033,고구마라떼_ICE,7,4700,32900
2026-08-09,P033,고구마라떼_ICE,7,4700,32900
2026-08-03,P034,초코라떼_ICE,8,4600,36800
2026-08-04,P034,초코라떼_ICE,8,4600,36800
2026-08-05,P034,초코라떼_ICE,8,4600,36800
2026-08-06,P034,초코라떼_ICE,7,4600,32200
2026-08-07,P034,초코라떼_ICE,8,4600,36800
2026-08-08,P034,초코라떼_ICE,7,4600,32200
2026-08-09,P034,초코라떼_ICE,6,4600,27600
2026-08-03,P035,시그니처 블렌드 원두 500g,4,18000,72000
2026-08-04,P035,시그니처 블렌드 원두 500g,3,18000,54000
2026-08-05,P035,시그니처 블렌드 원두 500g,2,18000,36000
2026-08-06,P035,시그니처 블렌드 원두 500g,1,18000,18000
2026-08-07,P035,시그니처 블렌드 원두 500g,3,18000,54000
2026-08-08,P035,시그니처 블렌드 원두 500g,2,18000,36000
2026-08-09,P035,시그니처 블렌드 원두 500g,2,18000,36000
2026-08-03,P036,디카페인 원두 500g,1,20000,20000
2026-08-04,P036,디카페인 원두 500g,2,20000,40000
2026-08-05,P036,디카페인 원두 500g,1,20000,20000
2026-08-06,P036,디카페인 원두 500g,1,20000,20000
2026-08-07,P036,디카페인 원두 500g,0,20000,0
2026-08-08,P036,디카페인 원두 500g,2,20000,40000
2026-08-09,P036,디카페인 원두 500g,1,20000,20000
2026-08-03,P037,버터 크루아상,15,3800,57000
2026-08-04,P037,버터 크루아상,11,3800,41800
2026-08-05,P037,버터 크루아상,8,3800,30400
2026-08-06,P037,버터 크루아상,10,3800,38000
2026-08-07,P037,버터 크루아상,12,3800,45600
2026-08-08,P037,버터 크루아상,14,3800,53200
2026-08-09,P037,버터 크루아상,13,3800,49400
2026-08-03,P038,소금빵,13,3200,41600
2026-08-04,P038,소금빵,9,3200,28800
2026-08-05,P038,소금빵,7,3200,22400
2026-08-06,P038,소금빵,8,3200,25600
2026-08-07,P038,소금빵,9,3200,28800
2026-08-08,P038,소금빵,12,3200,38400
2026-08-09,P038,소금빵,10,3200,32000
2026-08-03,P039,초코칩 쿠키,10,2800,28000
2026-08-04,P039,초코칩 쿠키,7,2800,19600
2026-08-05,P039,초코칩 쿠키,5,2800,14000
2026-08-06,P039,초코칩 쿠키,7,2800,19600
2026-08-07,P039,초코칩 쿠키,6,2800,16800
2026-08-08,P039,초코칩 쿠키,9,2800,25200
2026-08-09,P039,초코칩 쿠키,8,2800,22400
2026-08-03,P040,플레인 스콘,8,3500,28000
2026-08-04,P040,플레인 스콘,5,3500,17500
2026-08-05,P040,플레인 스콘,4,3500,14000
2026-08-06,P040,플레인 스콘,5,3500,17500
2026-08-07,P040,플레인 스콘,6,3500,21000
2026-08-08,P040,플레인 스콘,7,3500,24500
2026-08-09,P040,플레인 스콘,6,3500,21000
2026-08-03,P041,생수 500ml,12,1500,18000
2026-08-04,P041,생수 500ml,8,1500,12000
2026-08-05,P041,생수 500ml,6,1500,9000
2026-08-06,P041,생수 500ml,8,1500,12000
2026-08-07,P041,생수 500ml,7,1500,10500
2026-08-08,P041,생수 500ml,10,1500,15000
2026-08-09,P041,생수 500ml,9,1500,13500
2026-08-03,P042,콜드브루 병음료,7,5500,38500
2026-08-04,P042,콜드브루 병음료,4,5500,22000
2026-08-05,P042,콜드브루 병음료,3,5500,16500
2026-08-06,P042,콜드브루 병음료,4,5500,22000
2026-08-07,P042,콜드브루 병음료,5,5500,27500
2026-08-08,P042,콜드브루 병음료,6,5500,33000
2026-08-09,P042,콜드브루 병음료,5,5500,27500
2026-08-03,P043,과일 캔디,6,2500,15000
2026-08-04,P043,과일 캔디,3,2500,7500
2026-08-05,P043,과일 캔디,2,2500,5000
2026-08-06,P043,과일 캔디,3,2500,7500
2026-08-07,P043,과일 캔디,4,2500,10000
2026-08-08,P043,과일 캔디,5,2500,12500
2026-08-09,P043,과일 캔디,4,2500,10000
2026-08-03,P044,다크 초콜릿,6,3500,21000
2026-08-04,P044,다크 초콜릿,4,3500,14000
2026-08-05,P044,다크 초콜릿,3,3500,10500
2026-08-06,P044,다크 초콜릿,2,3500,7000
2026-08-07,P044,다크 초콜릿,4,3500,14000
2026-08-08,P044,다크 초콜릿,5,3500,17500
2026-08-09,P044,다크 초콜릿,3,3500,10500
